judge,pair_id,stratum,order,x_id,y_id,choice,winner_id,winner_kind,reason
gpt-5.6-luna,0185,lit:machine_lit,ab,lit-03,machine_lit-02,Y,machine_lit-02,machine,"Its precise imagery and restrained psychological tension create a more vivid, layered emotional moment."
gpt-5.6-luna-pro,0185,lit:machine_lit,ab,lit-03,machine_lit-02,Y,machine_lit-02,machine,"Its controlled imagery and understated psychological tension create a more vivid, nuanced scene."
haiku-4.5,0185,lit:machine_lit,ab,lit-03,machine_lit-02,Y,machine_lit-02,machine,Its subtle exploration of power dynamics and self-deception surpasses Victorian melodrama.
opus,0185,lit:machine_lit,ab,lit-03,machine_lit-02,Y,machine_lit-02,machine,Y dramatizes self-betrayal in real time; X tells us what to think and interrupts itself with authorial throat-clearing.
deepseek-v4-flash,0185,lit:machine_lit,ba,machine_lit-02,lit-03,X,machine_lit-02,machine,"It achieves greater depth and precision through restrained, interior detail."
gpt-5.6-luna,0185,lit:machine_lit,ba,machine_lit-02,lit-03,X,machine_lit-02,machine,"Its precise physical detail and restrained psychological tension create a vivid, layered emotional scene."
gpt-5.6-luna-pro,0185,lit:machine_lit,ba,machine_lit-02,lit-03,X,machine_lit-02,machine,"Its precise imagery and understated psychological tension create a vivid, layered encounter."
haiku-4.5,0185,lit:machine_lit,ba,machine_lit-02,lit-03,X,machine_lit-02,machine,psychological acuity in the lawn confrontation surpasses conventional period melodrama.
opus,0185,lit:machine_lit,ba,machine_lit-02,lit-03,X,machine_lit-02,machine,Menace built entirely from measured distance and self-knowledge; Y is chatty melodrama with authorial nudging.
deepseek-v4-flash,0186,lit:machine_lit,ab,lit-13,machine_lit-05,Y,machine_lit-05,machine,"The second passage uses precise, evocative imagery and metaphor to create a quiet, resonant interiority, while the first is dialogue-driven and expository."
gpt-5.6-luna,0186,lit:machine_lit,ab,lit-13,machine_lit-05,Y,machine_lit-05,machine,"Its precise imagery and restrained emotional insight create a more memorable, layered portrait of an ordinary life."
gpt-5.6-luna-pro,0186,lit:machine_lit,ab,lit-13,machine_lit-05,Y,machine_lit-05,machine,"Its precise imagery and accumulating arithmetic create a poignant, psychologically layered portrait of resignation."
haiku-4.5,0186,lit:machine_lit,ab,lit-13,machine_lit-05,Y,machine_lit-05,machine,"The passage transforms mundane reality into something profound through precise language, whereas the dialogue is merely functional plot exposition."
opus,0186,lit:machine_lit,ab,lit-13,machine_lit-05,Y,machine_lit-05,machine,Y turns a man's nightly arithmetic into character and fate; X is serviceable expository dialogue.
deepseek-v4-flash,0186,lit:machine_lit,ba,machine_lit-05,lit-13,X,machine_lit-05,machine,"The first passage uses precise, evocative imagery and rhythm to create a resonant inner life, while the second is straightforward genre dialogue."
gpt-5.6-luna,0186,lit:machine_lit,ba,machine_lit-05,lit-13,X,machine_lit-05,machine,Its controlled imagery and understated emotional depth make the character’s financial anxiety feel quietly profound.
gpt-5.6-luna-pro,0186,lit:machine_lit,ba,machine_lit-05,lit-13,X,machine_lit-05,machine,"Its restrained imagery and accumulating arithmetic create a poignant, psychologically resonant portrait of resignation."
haiku-4.5,0186,lit:machine_lit,ba,machine_lit-05,lit-13,X,machine_lit-05,machine,Meditative sophistication about internal life and financial hardship exceeds functional detective banter.
opus,0186,lit:machine_lit,ba,machine_lit-05,lit-13,X,machine_lit-05,machine,The arithmetic-as-company conceit and the rope simile do genuine psychological work; Y is functional exposition.
deepseek-v4-flash,0187,lit:machine_lit,ab,lit-01,machine_lit-03,Y,machine_lit-03,machine,"The passage uses vivid sensory details and a meditative tone to evoke a profound stillness, transforming a simple scene into a reflection on the nature of the sea."
gpt-5.6-luna,0187,lit:machine_lit,ab,lit-01,machine_lit-03,Y,machine_lit-03,machine,Its vivid sensory detail and striking metaphor transform a becalmed sea into a richly reflective scene.
gpt-5.6-luna-pro,0187,lit:machine_lit,ab,lit-01,machine_lit-03,Y,machine_lit-03,machine,"Its vivid sensory detail and striking metaphor create a more immediate, distinctive atmosphere."
haiku-4.5,0187,lit:machine_lit,ab,lit-01,machine_lit-03,Y,machine_lit-03,machine,Its precise sensory observations and surprising metaphors create genuine literary power.
opus,0187,lit:machine_lit,ab,lit-01,machine_lit-03,Y,machine_lit-03,machine,Y turns a becalmed sea into a genuine perception with rhythm and voice; X is serviceable backstory exposition.
deepseek-v4-flash,0187,lit:machine_lit,ba,machine_lit-03,lit-01,X,machine_lit-03,machine,"X uses more vivid, original imagery and a contemplative tone that deepens the meaning."
gpt-5.6-luna,0187,lit:machine_lit,ba,machine_lit-03,lit-01,X,machine_lit-03,machine,"Its precise imagery, controlled rhythm, and quietly revelatory metaphor create a more vivid and resonant experience."
gpt-5.6-luna-pro,0187,lit:machine_lit,ba,machine_lit-03,lit-01,X,machine_lit-03,machine,"Its vivid, precise imagery and meditative voice transform a still sea into a resonant revelation."
haiku-4.5,0187,lit:machine_lit,ba,machine_lit-03,lit-01,X,machine_lit-03,machine,the patient rings on still water and the observation about hidden patience beats conventional narrative exposition.
opus,0187,lit:machine_lit,ba,machine_lit-03,lit-01,X,machine_lit-03,machine,"The becalmed sea becomes a real perception, ending on an earned reversal; Y is backstory summary."
deepseek-v4-flash,0188,lit:machine_lit,ab,lit-29,machine_lit-07,Y,machine_lit-07,machine,"Y uses subtle social cues and restraint to convey tension, while X relies on melodrama and explicit emotion."
gpt-5.6-luna,0188,lit:machine_lit,ab,lit-29,machine_lit-07,Y,machine_lit-07,machine,"Its restrained, precise social tension and subtle shifts in perception create a more layered and compelling emotional scene."
gpt-5.6-luna-pro,0188,lit:machine_lit,ab,lit-29,machine_lit-07,Y,machine_lit-07,machine,"Its precise social observation, controlled atmosphere, and understated emotional revelation create greater psychological depth."
haiku-4.5,0188,lit:machine_lit,ab,lit-29,machine_lit-07,Y,machine_lit-07,machine,It renders social tension and ambivalence with far greater subtlety and psychological accuracy.
opus,0188,lit:machine_lit,ab,lit-29,machine_lit-07,Y,machine_lit-07,machine,Y renders social exclusion with precise restraint where X reaches for melodramatic yearning and an italicized swoon.
deepseek-v4-flash,0188,lit:machine_lit,ba,machine_lit-07,lit-29,X,machine_lit-07,machine,"X displays more nuanced, understated craftsmanship in its social observation and use of tone."
gpt-5.6-luna,0188,lit:machine_lit,ba,machine_lit-07,lit-29,X,machine_lit-07,machine,"Its restrained, precise observation conveys social cruelty and emotional fallout with greater subtlety and originality."
gpt-5.6-luna-pro,0188,lit:machine_lit,ba,machine_lit-07,lit-29,X,machine_lit-07,machine,"Its restrained, precise depiction of social exclusion conveys more emotional complexity through implication than Y’s overt melodrama."
haiku-4.5,0188,lit:machine_lit,ba,machine_lit-07,lit-29,X,machine_lit-07,machine,psychological subtlety and restraint surpass melodramatic purple prose.
opus,0188,lit:machine_lit,ba,machine_lit-07,lit-29,X,machine_lit-07,machine,"X registers social humiliation with exact, unshowy precision; Y reaches straight for melodrama."
deepseek-v4-flash,0189,lit:machine_lit,ab,lit-00,machine_lit-04,Y,machine_lit-04,machine,The second passage uses sensory details and emotional restraint to create a more layered and resonant portrait of a child's internal experience.
gpt-5.6-luna,0189,lit:machine_lit,ab,lit-00,machine_lit-04,Y,machine_lit-04,machine,Its precise sensory detail and understated emotional tension create a more intimate and psychologically resonant scene.
gpt-5.6-luna-pro,0189,lit:machine_lit,ab,lit-00,machine_lit-04,Y,machine_lit-04,machine,Its precise sensory details and restrained psychological tension create a more intimate and resonant emotional scene.
haiku-4.5,0189,lit:machine_lit,ab,lit-00,machine_lit-04,Y,machine_lit-04,machine,the subtly observed interior moment of a child listening is far more literary than the action-driven narrative summary.
opus,0189,lit:machine_lit,ab,lit-00,machine_lit-04,Y,machine_lit-04,machine,X is cluttered offstage action with dated shorthand for characters; Y is patient and psychologically exact.
deepseek-v4-flash,0189,lit:machine_lit,ba,machine_lit-04,lit-00,X,machine_lit-04,machine,"X uses more evocative, layered imagery and explores interior emotional complexity with restraint and psychological depth."
gpt-5.6-luna,0189,lit:machine_lit,ba,machine_lit-04,lit-00,X,machine_lit-04,machine,"Its precise sensory detail and restrained psychological tension create a more vivid, layered emotional experience."
gpt-5.6-luna-pro,0189,lit:machine_lit,ba,machine_lit-04,lit-00,X,machine_lit-04,machine,"Its precise sensory detail and restrained psychological tension create a more vivid, emotionally complex scene."
haiku-4.5,0189,lit:machine_lit,ba,machine_lit-04,lit-00,X,machine_lit-04,machine,subtle psychological portraiture of a child's awareness is more literarily accomplished than action narration.
opus,0189,lit:machine_lit,ba,machine_lit-04,lit-00,X,machine_lit-04,machine,X renders a child's moral calculation with fine detail; Y is inventory-style action heard from a distance.
deepseek-v4-flash,0190,lit:machine_lit,ab,lit-08,machine_lit-00,Y,machine_lit-00,machine,"Y uses vivid, specific imagery and metaphor to create a resonant emotional experience, while X relies on abstract moralizing."
gpt-5.6-luna,0190,lit:machine_lit,ab,lit-08,machine_lit-00,Y,machine_lit-00,machine,"Its precise, evocative imagery transforms a familiar house into a powerful meditation on memory, absence, and growing beyond the past."
gpt-5.6-luna-pro,0190,lit:machine_lit,ab,lit-08,machine_lit-00,Y,machine_lit-00,machine,"Its precise sensory details and sustained metaphor render memory, estrangement, and change with greater vividness and emotional depth."
haiku-4.5,0190,lit:machine_lit,ab,lit-08,machine_lit-00,Y,machine_lit-00,machine,Its imaginative language transcends the moralizing tone of didactic prose.
opus,0190,lit:machine_lit,ab,lit-08,machine_lit-00,Y,machine_lit-00,machine,X is polemic insisting on a distinction rather than showing it; Y dramatizes its meaning.
deepseek-v4-flash,0190,lit:machine_lit,ba,machine_lit-00,lit-08,X,machine_lit-00,machine,"The prose is more evocative and layered, using sensory detail and metaphor to create a resonant emotional experience rather than delivering a direct argument."
gpt-5.6-luna,0190,lit:machine_lit,ba,machine_lit-00,lit-08,X,machine_lit-00,machine,"X uses vivid, precise imagery and a sustained metaphor to render memory and estrangement with greater subtlety and emotional resonance."
gpt-5.6-luna-pro,0190,lit:machine_lit,ba,machine_lit-00,lit-08,X,machine_lit-00,machine,"It uses vivid, emotionally resonant imagery and a sustained metaphor to transform an ordinary return into a subtle meditation on memory and change."
haiku-4.5,0190,lit:machine_lit,ba,machine_lit-00,lit-08,X,machine_lit-00,machine,exquisite control of the homecoming metaphor and sensory detail demolishes didactic moral philosophy.
opus,0190,lit:machine_lit,ba,machine_lit-00,lit-08,X,machine_lit-00,machine,The shrinking house is sustained precisely and turned at the end; Y is abstract sermonizing.
deepseek-v4-flash,0191,lit:machine_lit,ab,lit-01,machine_lit-01,X,lit-01,human,"The second passage uses precise, sensory details and a restrained, atmospheric tone to create a compelling sense of place and mood, while the first relies more on exposition."
gpt-5.6-luna,0191,lit:machine_lit,ab,lit-01,machine_lit-01,Y,machine_lit-01,machine,"Its restrained imagery and quiet tension create a vivid, atmospheric scene with more subtle emotional depth."
gpt-5.6-luna-pro,0191,lit:machine_lit,ab,lit-01,machine_lit-01,Y,machine_lit-01,machine,"Its restrained, atmospheric details and quiet tension create a more vivid and affecting scene."
haiku-4.5,0191,lit:machine_lit,ab,lit-01,machine_lit-01,Y,machine_lit-01,machine,The rain station passage captures emotional depth through spare precision and subtle imagery rather than the overwrought Victorian narrative.
opus,0191,lit:machine_lit,ab,lit-01,machine_lit-01,Y,machine_lit-01,machine,"Y builds a whole mood from concrete detail and restraint, while X is mostly summarized backstory."
deepseek-v4-flash,0191,lit:machine_lit,ba,machine_lit-01,lit-01,X,machine_lit-01,machine,"The first passage creates a more vivid and atmospheric scene with precise, evocative details and a restrained emotional weight."
gpt-5.6-luna,0191,lit:machine_lit,ba,machine_lit-01,lit-01,X,machine_lit-01,machine,"Its restrained prose, vivid atmosphere, and quiet tension convey more through implication than exposition."
gpt-5.6-luna-pro,0191,lit:machine_lit,ba,machine_lit-01,lit-01,X,machine_lit-01,machine,"Its restrained, atmospheric prose creates tension and meaning through precise images and silence."
haiku-4.5,0191,lit:machine_lit,ba,machine_lit-01,lit-01,X,machine_lit-01,machine,precise sensory detail and restrained emotional depth create a memorable scene of waiting.
opus,0191,lit:machine_lit,ba,machine_lit-01,lit-01,X,machine_lit-01,machine,"The station scene builds atmosphere and unspoken tension through concrete detail, while Y is flat backstory summary."
deepseek-v4-flash,0192,lit:machine_lit,ab,lit-28,machine_lit-06,Y,machine_lit-06,machine,Y achieves a deeper emotional resonance through its precise
gpt-5.6-luna,0192,lit:machine_lit,ab,lit-28,machine_lit-06,Y,machine_lit-06,machine,"Its precise physical details and quietly devastating emotional subtext create a more complex, resonant portrait of grief and letting go."
gpt-5.6-luna-pro,0192,lit:machine_lit,ab,lit-28,machine_lit-06,Y,machine_lit-06,machine,Its precise physical details and restrained emotional tension make grief and relinquishment quietly palpable.
haiku-4.5,0192,lit:machine_lit,ab,lit-28,machine_lit-06,Y,machine_lit-06,machine,"Its precise, emotionally complex rendering of grief surpasses the overwrought adventure prose."
opus,0192,lit:machine_lit,ab,lit-28,machine_lit-06,X,lit-28,human,"The Arctic passage is cold, exact, and structurally patient, tracking a whole day's light in a few sentences."
deepseek-v4-flash,0192,lit:machine_lit,ba,machine_lit-06,lit-28,X,machine_lit-06,machine,The passage achieves deeper emotional complexity through its subtle handling of grief and memory.
gpt-5.6-luna,0192,lit:machine_lit,ba,machine_lit-06,lit-28,X,machine_lit-06,machine,"Its precise, emotionally charged details make grief and relinquishment resonate without stating them outright."
gpt-5.6-luna-pro,0192,lit:machine_lit,ba,machine_lit-06,lit-28,X,machine_lit-06,machine,"Its precise, understated details make grief and self-erasure vividly present without explaining them."
haiku-4.5,0192,lit:machine_lit,ba,machine_lit-06,lit-28,X,machine_lit-06,machine,The psychological precision and heartbreaking understatement of sorting the dead woman's belongings far exceeds the adventure narrative's conventional atmosphere.
opus,0192,lit:machine_lit,ba,machine_lit-06,lit-28,X,machine_lit-06,machine,X makes grief legible through the handling of objects; Y is capable but merely scenic.
deepseek-v4-flash,0193,lit:machine_lit,ab,lit-21,machine_lit-02,X,lit-21,human,"The passage's historical specificity and vivid architectural imagery create a richer, more distinctive sense of character and place."
gpt-5.6-luna,0193,lit:machine_lit,ab,lit-21,machine_lit-02,Y,machine_lit-02,machine,"Its precise physical details and restrained subtext create a vivid, psychologically charged encounter."
gpt-5.6-luna-pro,0193,lit:machine_lit,ab,lit-21,machine_lit-02,Y,machine_lit-02,machine,"Its precise physical details, withheld conflict, and subtle psychological tension create a more vivid and layered scene."
haiku-4.5,0193,lit:machine_lit,ab,lit-21,machine_lit-02,Y,machine_lit-02,machine,psychological depth and narrative tension in a charged waiting scene exceed expository historical narrative.
opus,0193,lit:machine_lit,ab,lit-21,machine_lit-02,Y,machine_lit-02,machine,"The garden approach builds real psychological pressure, while X is capable but expository and stalls on a repeated sentence."
deepseek-v4-flash,0193,lit:machine_lit,ba,machine_lit-02,lit-21,X,machine_lit-02,machine,"The passage achieves greater literary quality through its precise, economical rendering of psychological tension and unspoken power dynamics."
gpt-5.6-luna,0193,lit:machine_lit,ba,machine_lit-02,lit-21,X,machine_lit-02,machine,"It creates a tense, psychologically nuanced encounter through precise imagery and controlled, suggestive prose."
gpt-5.6-luna-pro,0193,lit:machine_lit,ba,machine_lit-02,lit-21,X,machine_lit-02,machine,"Its precise imagery and understated psychological tension create a richer, more suggestive scene."
haiku-4.5,0193,lit:machine_lit,ba,machine_lit-02,lit-21,X,machine_lit-02,machine,Psychological complexity of emotional ambivalence outweighs historical narrative explanation.
opus,0193,lit:machine_lit,ba,machine_lit-02,lit-21,X,machine_lit-02,machine,The approach across thirty feet of lawn builds dread and self-knowledge; Y is serviceable historical exposition with repeated phrasing.
deepseek-v4-flash,0194,lit:machine_lit,ab,lit-10,machine_lit-05,Y,machine_lit-05,machine,"The second passage achieves deeper emotional resonance through its precise, understated accumulation of everyday detail and the quiet, resonant metaphor of arithmetic as a kind of companionship in resignation."
gpt-5.6-luna,0194,lit:machine_lit,ab,lit-10,machine_lit-05,Y,machine_lit-05,machine,Its precise imagery and quietly accumulating emotional insight give the passage greater depth and resonance.
gpt-5.6-luna-pro,0194,lit:machine_lit,ab,lit-10,machine_lit-05,Y,machine_lit-05,machine,"Its restrained imagery and accumulating inner arithmetic create a more nuanced, emotionally resonant portrait of resignation."
haiku-4.5,0194,lit:machine_lit,ab,lit-10,machine_lit-05,Y,machine_lit-05,machine,Its metaphorically rich meditation on poverty and habit surpasses the melodramatic characterization.
opus,0194,lit:machine_lit,ab,lit-10,machine_lit-05,X,lit-10,human,The loaded-rifle stare and the unmunched something in Durdles's cheek are stranger and more exact than Y's tidy accountancy metaphors.
deepseek-v4-flash,0194,lit:machine_lit,ba,machine_lit-05,lit-10,X,machine_lit-05,machine,"The passage about the man walking home has a quieter, more sustained interiority and rhythm that deepens emotional resonance, while Y's theatrical menace feels comparatively flat and external."
gpt-5.6-luna,0194,lit:machine_lit,ba,machine_lit-05,lit-10,Y,lit-10,human,Its vivid physical detail and menacing dramatic tension create a more distinctive and memorable scene.
gpt-5.6-luna-pro,0194,lit:machine_lit,ba,machine_lit-05,lit-10,X,machine_lit-05,machine,"Its restrained imagery and accumulating arithmetic create a more nuanced, emotionally resonant portrait of hardship."
haiku-4.5,0194,lit:machine_lit,ba,machine_lit-05,lit-10,X,machine_lit-05,machine,Philosophical depth and emotional sophistication of financial meditation surpass atmospheric Victorian suspense.
opus,0194,lit:machine_lit,ba,machine_lit-05,lit-10,Y,lit-10,human,The rifle-sight stare and the 'unmunched something in his cheek' are sharper and stranger than X's smooth melancholy.
deepseek-v4-flash,0195,lit:machine_lit,ab,lit-00,machine_lit-03,Y,machine_lit-03,machine,"Y's imagery is more evocative and its language more lyrical, creating a deeper atmosphere."
gpt-5.6-luna,0195,lit:machine_lit,ab,lit-00,machine_lit-03,Y,machine_lit-03,machine,"Its vivid, precise imagery turns an unnervingly motionless sea into a powerful meditation on perception and patience."
gpt-5.6-luna-pro,0195,lit:machine_lit,ab,lit-00,machine_lit-03,Y,machine_lit-03,machine,"Its vivid imagery, controlled rhythm, and reflective voice transform a still seascape into a resonant meditation."
haiku-4.5,0195,lit:machine_lit,ab,lit-00,machine_lit-03,Y,machine_lit-03,machine,Its metaphorical precision and meditative quality surpass action-plot description.
opus,0195,lit:machine_lit,ab,lit-00,machine_lit-03,Y,machine_lit-03,machine,X is busy plot heard secondhand and stumbles in its diction; Y holds one still moment and finds something in it.
deepseek-v4-flash,0195,lit:machine_lit,ba,machine_lit-03,lit-00,X,machine_lit-03,machine,"The passage is more evocative and painterly in its stillness, using precise sensory details to create a profound meditation on patience and the hidden nature of the sea."
gpt-5.6-luna,0195,lit:machine_lit,ba,machine_lit-03,lit-00,X,machine_lit-03,machine,"Its precise sensory detail and quietly revelatory metaphor create a vivid, resonant atmosphere."
gpt-5.6-luna-pro,0195,lit:machine_lit,ba,machine_lit-03,lit-00,X,machine_lit-03,machine,"Its vivid sensory detail and sustained metaphor create a more evocative, psychologically resonant scene."
haiku-4.5,0195,lit:machine_lit,ba,machine_lit-03,lit-00,X,machine_lit-03,machine,"The prose attends minutely to language and observation, transforming a still sea into metaphor, while Y rushes through action."
opus,0195,lit:machine_lit,ba,machine_lit-03,lit-00,X,machine_lit-03,machine,X sustains one physical situation into genuine revelation; Y is competent plot-noise reported at a remove.
deepseek-v4-flash,0196,lit:machine_lit,ab,lit-05,machine_lit-07,Y,machine_lit-07,machine,"Y's prose is more nuanced and evocative, using quiet details and timing to convey social tension with greater subtlety and depth."
gpt-5.6-luna,0196,lit:machine_lit,ab,lit-05,machine_lit-07,Y,machine_lit-07,machine,"Its precise, atmospheric prose renders social tension and concealed judgment with greater subtlety and psychological depth."
gpt-5.6-luna-pro,0196,lit:machine_lit,ab,lit-05,machine_lit-07,Y,machine_lit-07,machine,Its precise sensory detail and understated social tension create a more nuanced emotional atmosphere.
haiku-4.5,0196,lit:machine_lit,ab,lit-05,machine_lit-07,Y,machine_lit-07,machine,Its complex psychological observation of social tension far exceeds sentimental period charm.
opus,0196,lit:machine_lit,ab,lit-05,machine_lit-07,Y,machine_lit-07,machine,Y is controlled and unsentimental where X is a rush of exclamation and staged tableau.
deepseek-v4-flash,0196,lit:machine_lit,ba,machine_lit-07,lit-05,X,machine_lit-07,machine,"X's precise, understated prose reveals social tension and emotional insight more effectively than Y's conventional narrative."
gpt-5.6-luna,0196,lit:machine_lit,ba,machine_lit-07,lit-05,X,machine_lit-07,machine,"Its precise sensory detail and understated social tension create a more layered, emotionally resonant scene."
gpt-5.6-luna-pro,0196,lit:machine_lit,ba,machine_lit-07,lit-05,X,machine_lit-07,machine,"Its precise, atmospheric details convey social unease and concealed hurt with greater subtlety and psychological depth."
haiku-4.5,0196,lit:machine_lit,ba,machine_lit-07,lit-05,X,machine_lit-07,machine,It renders emotional truth through precise observation and restraint rather than stating it directly.
opus,0196,lit:machine_lit,ba,machine_lit-07,lit-05,X,machine_lit-07,machine,"X renders social exclusion through precise, restrained observation, while Y is breezy and sentimental."
